NOME,RUA,NUMERO,BAIRRO,CIDADE,CEP,LATITUDE,LONGITUDE,CNPJ,PRECO MEDIO,VALOR MINIMO,CATEGORIA,AVALIACAO,TEMPO ENTREGA,VALOR ORIGINAL,SUPER RESTAURANTE
Bar e Restaurante do Peixe,Rua Piracicaba,1051,Vila Monte Belo,ITAQUAQUECETUBA,08577290,-23.488172,-46.362247,17490636000161,$,10,Frutos Do Mar,4.3,59,8.99,NÃO
Hotdog da Vila,Rua do Sol,143,Vila Celeste,ITAQUAQUECETUBA,08597020,-23.46082,-46.315991,,$,10,Lanches,0.0,51,11.99,NÃO
Sabor de Casa Açaí,Rua Magé,103,Jardim Aracaré,ITAQUAQUECETUBA,08572390,-23.49536,-46.33889,63956493000158,$,15,Açaí,5.0,50,6.99,NÃO
Decake Confeitaria Ltda,RUA ANA MARIA MOREIRA CORONADO,358,CENTRO RESIDENCIAL,ARUJA,07400855,-23.39138,-46.331268,26693666000166,$,15,Doces & Bolos,0.0,0,,NÃO
Mega Esfiha Dona Benta,Avenida Francisco Marengo,1760,Jardim Revista,SUZANO,08694000,-23.503558,-46.299823,14171914000120,$$,10,Pizza,4.8,0,,NÃO
Gi Salgados,Rua Mosteiro de São Bento,46,Jardim Carolina,ITAQUAQUECETUBA,08588365,-23.432871,-46.321373,37854298000107,$,20,Salgados,4.9,0,,NÃO
Homery Bolos,R. Pedralva,301,Res. Pamela,ITAQUAQUECETUBA,08596040,-23.473865,-46.321305,45929721000119,$,35,Doces & Bolos,4.8,52,10.99,NÃO
Pizzaria Ran Dan Dan - Pizza - Esfiha - Pizza 2 Sabores - Pizza Rápida - Deliver,Rua Piauí,587,Vila Miranda,ITAQUAQUECETUBA,08572510,-23.499972,-46.344047,57564598000169,$,20,Pizza,5.0,46,4.99,NÃO
Larrovy Doceria Pizzaria,Avenida Vinte e Seis de Março,190,Centro,POA,08562140,-23.527742,-46.345204,39686623000103,$,20,Doces & Bolos,4.7,85,12,NÃO
Angela Duarte Confeitaria,Rua Luxemburgo,178,Jardim Adriane,ITAQUAQUECETUBA,08598720,-23.473845,-46.322812,57851275000156,$,20,Doces & Bolos,0.0,49,10.99,NÃO
King Bolos & Cuscuz & Batata Recheada.,Rua do Espaço Ecológico,90,Itaim Paulista,SAO PAULO,08131240,-23.501865,-46.371217,33543213000119,$,20,Doces & Bolos,4.7,45,9.99,NÃO
Burger do Gordão Artesanal,Rua Olivanca,57,Jardim Carvalho,GUARULHOS,07244310,-23.445938,-46.410327,40211206000185,$,35,Lanches,4.7,0,,NÃO
Jooy Salgados,Rua Antonio Darago,25,Altos do Pinheirinho,ITAQUAQUECETUBA,08588819,-23.43812,-46.31128,,$,20,Salgados,0.0,0,,NÃO
Salgados e Bolos Caseiros Gigi,Av. Plínio Salgado,6,Parque Res. Marengo,ITAQUAQUECETUBA,08594040,-23.48498,-46.30393,36250430000109,$,10,Brasileira,0.0,55,16.99,NÃO
Chickens do Méqui - Gsb - Shopping Bonsucesso (gsb),"AV. PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5308",5308,AGUA CHATA,GUARULHOS,07252000,-23.434962,-46.403084,42591651116796,$,15,Frangos,4.3,0,,NÃO
Açai da Beca,Rua das Mangueiras,485,Recanto Primavera,ARUJA,07432470,-23.426667,-46.364871,63588873000187,$,0,Açaí,0.0,0,,NÃO
26.921.103 Evandro Moura de Magalhaes,Rua Urbano José do Prado,40,Altos do Pinheirinho,ITAQUAQUECETUBA,08588829,-23.498518,-46.363662,26921103000188,$,0,Brasileira,0.0,55,4,NÃO
Calabresa Salgados ,Avenida Jaguari,325,Cidade Boa Vista,SUZANO,08693010,-23.499882,-46.302537,50117419000104,$,10,Salgados,0.0,0,,NÃO
Pizzaria American Express e Pastelaria,Av turmalina ,1223,Louzada ,ITAQUAQUECETUBA,08589000,-23.438121,-46.300876,52579904000117,$,15,Pizza,4.8,100,15,NÃO
Elydoces,Rua Catumbi,88,Vila Sônia,ITAQUAQUECETUBA,08570340,-23.475586,-46.366407,,$,10,Doces & Bolos,0.0,65,0,NÃO
Savatore Burger - Itaim Paulista,Estrada Dom João Nery,180,Itaim Paulista,SAO PAULO,08110000,-23.496731,-46.405383,39717141000165,$,20,Hambúrguer,4.8,0,,NÃO
Garagem Burger,Rua Silva Téles,399,Jardim Sao Manoel,ITAQUAQUECETUBA,08580630,-23.45628,-46.346651,59595815000103,$,35,Lanches,4.0,95,0,NÃO
Bacanas Burguer - Dinamarca,Avenida Circular,591,Água Chata,GUARULHOS,07251060,-23.428436,-46.401904,52125649000132,$,25,Lanches,5.0,0,,NÃO
Doce Amores,Rua Anjicos Júnior,129,Jardim Ferrao,GUARULHOS,07252190,-23.448957,-46.404319,53908110000112,$,10,Doces & Bolos,0.0,0,,NÃO
Adega Santa Helena,R. Embú,56,Jardim Santa Helena,ITAQUAQUECETUBA,08570840,-23.481101,-46.357304,55665485000124,$,20,Brasileira,0.0,43,4.99,NÃO
Rs Burger,Rua Paulo de Faria,305,Jardim Caiubi,ITAQUAQUECETUBA,08588410,-23.438112,-46.316799,39931979000157,$,20,Lanches,0.0,60,18,NÃO
Açaizera,Estrada Viradouro,105,Chácara Cuiabá,ITAQUAQUECETUBA,08587010,-23.435111,-46.318267,60988459000177,$,15,Açaí,0.0,0,,NÃO
Milkbelly - Milkshake Gourmet ,AVENIDA NOVE DE JULHO,143,CENTRO,POA,08550100,-23.524301,-46.344013,54937025000145,$,25,Sorvetes,4.9,38,8.99,NÃO
Lia's Burguer Artesanal,Avenida Amazonas,9,Barbosas,ARUJA,07402085,-23.396222,-46.319825,61979326000105,$,20,Lanches,5.0,0,,NÃO
Restaurante e Pizzaria Malagueta,Rua Terra Boa,157,Estância Fraternidade,ITAQUAQUECETUBA,08589020,-23.441577,-46.304118,64565895000194,$,20,Brasileira,0.0,0,,NÃO
Delicias Gourmet Mf,Rua José Cardoso dos Santos Filho,87,Cidade Miguel Badra (Gleba 02),SUZANO,08692075,-23.493772,-46.324105,,$,10,Doces & Bolos,0.0,52,13.99,NÃO
Lanches e Restaurante e Açaí,Rua Londrina,1170,Jardim Luciana,ITAQUAQUECETUBA,08575720,-23.502082,-46.36223,39349091000100,$,18,Lanches,0.0,46,5,NÃO
Restaurante Rancho Mineiro,Estrada do Corta Rabicho,1655,Jardim Luana,ITAQUAQUECETUBA,08580280,-23.447111,-46.340852,39734229000195,$,10,Brasileira,0.0,55,16.99,NÃO
Quitu da Dany  Confeitaria,Rua Três,481,Jardim dos Olivas,GUARULHOS,07263520,-23.467587,-46.395402,17665891000106,$,35,Doces & Bolos,4.8,90,24.99,NÃO
Recanto da Praça,Rua Henrique Giovanni Xavier,351,Parque Residencial Scaffid II,ITAQUAQUECETUBA,08587770,-23.430656,-46.310041,54475825000191,$,15,Doces & Bolos,0.0,0,,NÃO
Kr Tapioca e Açaí,Rua Nove de Julho,80,Estação,ITAQUAQUECETUBA,08571140,-23.486003,-46.337877,59022396000110,$,10,Açaí,5.0,30,0,NÃO
Pé de Morango,Rua Rubi,435,Jardim Fazenda Rincão,ARUJA,07428290,-23.411485,-46.33458,63014685000145,$,14,Saudável,4.9,0,,NÃO
Ventura's  Açaiteria,Estrada de São Bento,1297,quinta da boa vista,ITAQUAQUECETUBA,08591890,-23.463042,-46.321866,59301230000133,$,15,Lanches,4.8,0,,NÃO
Burger King - Gru Kubitschek,Estrada Presidente Juscelino Kubitscheck de Oliveira,2656,Jardim Arujá,GUARULHOS,07272480,-23.452219,-46.406916,13574594098579,$$,20,Lanches,4.7,0,,NÃO
Caldos MS ,ESTRADA SAO JOAQUIM DA BARRA,13,PARQUE PIRATININGA II,ITAQUAQUECETUBA,08583802,-23.434546,-46.376491,53315424000101,$,12,Brasileira,0.0,0,,NÃO
Baita Burguer,RUA SERRA DO NORTE,43,JARDIM PAINEIRA,ITAQUAQUECETUBA,08581110,-23.45504,-46.35389,51438195000197,$,10,Lanches,0.0,49,10.99,NÃO
Aça'in Roll,Rua Cônego Matheus Deriske,176,Vila Zesuína,ITAQUAQUECETUBA,08570690,-23.481183,-46.354598,,$,10,Açaí,0.0,41,4.99,NÃO
L&L Gelos e Bebidas,R. Noruega,208,Jardim Brasil,SUZANO,08620330,-23.496423,-46.282112,47608026000180,$,10,Lanches,0.0,0,,NÃO
Salgados Tubarão,Rua Neptuno,222,Vila Celeste,ITAQUAQUECETUBA,08597040,-23.457932,-46.31636,37117044000106,$,10,Pastel,0.0,54,15.99,NÃO
Cantinho da Valy,Rua Irapuã,77,Jardim Normandia,GUARULHOS,07252130,-23.447097,-46.403243,33607019000150,$,10,Brasileira,4.8,0,,NÃO
"Bolos,pudim,cone Trufado May Gourmet",Rua Oliveira Martins,195,Parque Piratininga III,ITAQUAQUECETUBA,08583590,-23.435189,-46.378859,,$,20,Doces & Bolos,0.0,0,,NÃO
Doutor Burger Café,Avenida Amazonas,96,Barbosas,ARUJA,07402090,-23.396003,-46.318933,30967858000190,$,10,Lanches,0.0,0,,NÃO
Restaurante Elias Bar 02,ESTRADA DO CORTA RABICHO,819,JARDIM LUANA,ITAQUAQUECETUBA,08580280,-23.450342,-46.336398,57563162000155,$,0,Brasileira,4.8,80,15,NÃO
"Bendito Chocolate - Chocolates Com Frutas, Crepes & Fondue",av antonio afonso de lima 185,185,Vila Flora Regina,ARUJA,07400530,-23.399254,-46.319214,35328680000151,$,20,Doces & Bolos,4.9,0,,NÃO
Delicias da Ana,Rua Vítor Meirelles,10,Jardim Altos de Itaquá,ITAQUAQUECETUBA,08598410,-23.467129,-46.323153,,$,10,Açaí,5.0,37,10.99,NÃO
Esquinao Big  da Pizza,Rua Murilo Mendes,125,Parque Piratininga,ITAQUAQUECETUBA,08583560,-23.434504,-46.378957,36749835000196,$,20,Pizza,0.0,0,,NÃO
Delicias Com Chocolate,Rua Magdiel Alves de Morais,14,Jardim das Oliveiras,SAO PAULO,08111825,-23.499759,-46.371311,46041314000133,$,20,Doces & Bolos,0.0,49,8.99,NÃO
Delícia da Rô,Rua Rolândia,154,Jardim Miray,ITAQUAQUECETUBA,08574260,-23.503838,-46.355696,,$,20,Brasileira,0.0,47,7.99,NÃO
Pastel de Vó,Rua Cruzeiro do Sul,201,Parque Novo Horizonte,ITAQUAQUECETUBA,08596340,-23.475406,-46.315664,,$,0,Lanches,0.0,0,,NÃO
Sushi Holl,Estrada dos Índios,1179,Jardim Amanda Caiubi,ITAQUAQUECETUBA,08587000,-23.435298,-46.319155,55656126000100,$,30,Japonesa,4.3,60,14,NÃO
Mariana Burguer,Rua Barão de Cotegipe,228,Vila Itaquá Mirim,ITAQUAQUECETUBA,08588190,-23.434889,-46.320078,64577542000104,$,20,Hambúrguer,0.0,0,,NÃO
Jacke Bolos e Doces,Rua Por do Sol,11,Parque Piratininga III,ITAQUAQUECETUBA,08583594,-23.438034,-46.377993,,$,10,Doces & Bolos,0.0,0,,NÃO
Pizzaria São Roberto,Avenida Fernando Vasconcelos Rossi,700,Pedreira,ITAQUAQUECETUBA,08572000,-23.487586,-46.341386,49047686000165,$,15,Pizza,0.0,25,0,NÃO
Megs  - Bolos e Doces,Rua Serra dos Parecis,28,Jardim Paineira,ITAQUAQUECETUBA,08581210,-23.454468,-46.351551,62773790000103,$,29,Doces & Bolos,4.5,44,10.99,NÃO
Quentinha do Chef Ala Carte,Avenida Miguel Badra,621,Cidade Miguel Badra,SUZANO,08690010,-23.496669,-46.314488,,$,10,Marmita,0.0,55,16.99,NÃO
Cantinho Doce da Kelly,Rua Pascoal Moreira Cabral,86,Vila Augusta,ITAQUAQUECETUBA,08593170,-23.481162,-46.285928,40779986000164,$,10,Doces & Bolos,5.0,0,,NÃO
Adega e Mercado Nogueira,Rua Taubaté,373,Jardim Valparaíso,ITAQUAQUECETUBA,08577680,-23.491513,-46.364808,50528160000186,$,10,Padaria,0.0,45,6.99,NÃO
De Casa Açaí,Estr. São Carlos,25,Jardim Maria Rosa,ITAQUAQUECETUBA,08582725,-23.443935,-46.373895,40434297000118,$,20,Açaí,0.0,0,,NÃO
Dg Burguers,Rua Ferraz de Vasconcelos,38,Vila Monte Belo,ITAQUAQUECETUBA,08577540,-23.494227,-46.366103,49633623000190,$,10,Lanches,0.0,46,7.99,NÃO
Burguerizando- Hamburgueria Artesanal,Avenida Boa Vista,0,Cidade Boa Vista,SUZANO,08693000,-23.502008,-46.305266,62080729000172,$,40,Lanches,4.8,0,,NÃO
Rotisseria  Almeida Gomes,Rua Vereador Plínio Paschoal Ferrari,545,Vila Monte Belo,ITAQUAQUECETUBA,08577550,-23.484585,-46.373717,61164143000123,$,20,Frangos,0.0,47,7.99,NÃO
Leandro Carnes ,Estrada Municipal do Mandi,1849,Jardim Adriane,ITAQUAQUECETUBA,08596000,-23.475747,-46.322765,11605364000111,$,20,Brasileira,4.8,28,10.99,NÃO
Parada do Lanche,Rua Alcantara,635,Cidade Kemel,POA,08554200,-23.511952,-46.364547,49569178000147,$$$,19,Lanches,3.8,30,0,NÃO
Tatá Salgados & Lanches.,Avenida Ítalo Adami,146,Vila Ursulina,ITAQUAQUECETUBA,08574020,-23.502898,-46.349611,23867676000182,$,25,Salgados,0.0,46,7.99,NÃO
Leide salgados ,Rua Desembargador Breno Caramuru Teixeira,126,Cidade Kemel,SAO PAULO,08130310,-23.505324,-46.367107,40198594000101,$,10,Brasileira,0.0,49,8.99,NÃO
Chef Marmitex,Rua Carácas,373,Jardim Rincao,ARUJA,07400380,-23.40081,-46.322299,48908406000101,$,28,Marmita,4.9,0,,NÃO
Fabrica de Salgados da Daí,Rua Alexandre Kurman,208,Jardim Europa,SUZANO,08696070,-23.506246,-46.290187,15561332000112,$,20,Salgados,4.3,0,,NÃO
Marmitex da Dussanto,RUA TRISTAO DE ATAIDE,40,PARQUE RESIDENCIAL MARENGO,ITAQUAQUECETUBA,08594350,-23.495065,-46.300341,44664599000133,$,10,Marmita,0.0,0,,NÃO
Burguer Girls,Rua Quinta do Sol,22,Jardim Tropical,ITAQUAQUECETUBA,08582650,-23.450414,-46.365944,34634806000153,$$$,10,Hambúrguer,4.5,0,,NÃO
Confeitaria Marocha,ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEIRA,4581,JARDIM ALBERTINA,GUARULHOS,07252000,-23.439462,-46.40761,08862697000111,$,35,Doces & Bolos,3.4,0,,NÃO
Burger Mk,Rua leopoldino belau,32,Jardim ferrão,GUARULHOS,07251000,-23.450195,-46.403639,61088174000142,$,12,Lanches,4.5,0,,NÃO
Marmitex da Val,Rua Raimunda correia lopes,72,Jd anita,ITAQUAQUECETUBA,8573330,-23.492636,-46.351771,12375562000107,$,25,Marmita,4.4,30,4,NÃO
Marmitex Novo Horizonte,Rua Cruzeiro,27,Vila Gepina,ITAQUAQUECETUBA,08577110,-23.479694,-46.358026,46899893000150,$,20,Padaria,4.8,40,4,NÃO
Original Salgados,Estrada do Ribeirão,363,Cidade Boa Vista,SUZANO,08693190,-23.497167,-46.30185,,$,30,Brasileira,0.0,0,,NÃO
Restaurante Mais Sabor ,Avenida das Monções,38,Parque Recanto Monica,ITAQUAQUECETUBA,08592150,-23.46679,-46.286653,53682276000163,$,10,Brasileira,0.0,0,,NÃO
Super Burger,Rua Álvaro de Carvalho,274,Jardim Maragogipe,ITAQUAQUECETUBA,08580270,-23.449519,-46.34127,,$,20,Lanches,0.0,51,11.99,NÃO
J&a Doces,Rua estudantes da china,625,Itaim Paulista,SAO PAULO,08131220,-23.500795,-46.370572,56282902000112,$,10,Doces & Bolos,0.0,47,8.99,NÃO
Açaí e Tapiocaria T&b,ESTR DO MOINHO VELHO,328,JARDIM ANGELICA,GUARULHOS,07260430,-23.453107,-46.415516,14855465000139,$,30,Açaí,4.8,0,,NÃO
Delícias da Lebre,Rua Tres Corações,156,Vila Virgínia,ITAQUAQUECETUBA,08573160,-23.492286,-46.351992,61592794000114,$,15,Doces & Bolos,0.0,43,4.99,NÃO
Furia Burger,RUA SILVIA TELES,399,Jardim Sao Manoel,ITAQUAQUECETUBA,08580550,-23.456287,-46.346622,32986318000180,$$$,35,Lanches,3.9,80,16.99,NÃO
Nupoint   Hamburgueria e Açaiteria,Estrada do Sacramento,1407,Cidade Tupinambá,GUARULHOS,07263000,-23.464261,-46.40321,23752653000122,$,15,Hambúrguer,4.5,0,,NÃO
Salgados e Delícias,Rua João Assunção,323,Parque São Miguel,GUARULHOS,07260140,-23.458624,-46.408123,60610477000110,$,10,Salgados,5.0,0,,NÃO
Guloseimas do Can,Rua José Candido de Carvalho,165,Jardim Moraes,ITAQUAQUECETUBA,08597705,-23.460231,-46.310531,,$,15,Doces & Bolos,0.0,0,,NÃO
Eugostí,Rua Panambi,133,Jardim Coqueiro,ITAQUAQUECETUBA,08582620,-23.452467,-46.363356,,$,20,Brasileira,0.0,51,11.99,NÃO
Sabor Dia Marmita - Itaquaquecetuba,Av. Italo Adami,2310,Vila Zeferina,ITAQUAQUECETUBA,08573000,-23.50005,-46.34996,43973323000174,$,20,Brasileira,5.0,51,6.99,NÃO
Açai Go,Rua João Siqueira de Moraes,80,Altos do Pinheirinho,ITAQUAQUECETUBA,08588814,-23.438279,-46.312289,62665812000103,$,15,Açaí,4.8,38,24.99,NÃO
novo sabor ,Rua Paraguai,165,Jardim Americano,ITAQUAQUECETUBA,08598840,-23.472039,-46.328378,,$,20,Brasileira,5.0,49,10.99,NÃO
Marmitas das Vital Marmitex ,Rua Presidente João Goulart,11,Jardim Horto do Ipê,ITAQUAQUECETUBA,08593485,-23.477619,-46.292465,57185786000186,$,24,Marmita,4.7,0,,NÃO
Açaí Amazonas,Avenida Amazonas,155,Jardim Renata,ARUJA,07403040,-23.395822,-46.319286,33658573000166,$,15,Açaí,4.8,0,,NÃO
Magic Pastéis e HotDog Lanche,Rua Ney Mascarenhas,189,Cidade Kemel,FERRAZ DE VASCONCELOS,08542120,-23.512159,-46.369813,60555822000160,$,10,Pastel,4.9,48,8.99,NÃO
J. M Cantinho do Churrasco,Estrada do Caminho Velho,470,Jardim Nova Cidade,GUARULHOS,07252312,-23.440059,-46.402654,41938714000122,$,20,Carnes,0.0,0,,NÃO
Salgados Estevão Loja 01,Rua Benjamin de Jesus Rodrigues,311,Arujá Centro Residencial,ARUJA,07400795,-23.384263,-46.330815,25162865000185,$$,8,Brasileira,4.9,0,,NÃO
Restaurante Express Delivery,Rua Moçambique,26,Jardim Adriane,ITAQUAQUECETUBA,08598742,-23.471264,-46.324041,41204556000187,$,0,Brasileira,4.8,38,0,NÃO
D. da Tia Ninha Cuscuz e Batata Recheada,Rua Abreu Lima,105,Parque Residencial Scaffibi,ITAQUAQUECETUBA,08587833,-23.430874,-46.316322,52992824000199,$,15,Brasileira,0.0,0,,NÃO
Restaurante e Churrascaria Ventola/Salgados ,Rua Manoel Preto,237,Vila Augusta,ITAQUAQUECETUBA,08593130,-23.4785,-46.29026,45190050000117,$,20,Brasileira,0.0,0,,NÃO
Espetinho Top,R. Guariri,354,Vila Sao Carlos,ITAQUAQUECETUBA,08599510,-23.461711,-46.336,55752527000164,$,20,Carnes,0.0,49,8.99,NÃO
Alquimia do Sabor,Rua Teresa Ackel,742,Parque São Miguel,GUARULHOS,07260100,-23.456033,-46.405558,59737935000106,$,20,Brasileira,0.0,0,,NÃO
Maria Eliza Lima Silva,Avenida Miguel Badra,1369,Cidade Miguel Badra,SUZANO,08690010,-23.498257,-46.316445,,$,10,Brasileira,0.0,0,,NÃO
Cestas e Flores Floricultura de Itaquaquecetuba,Rua Rio Tamanduateí,97,Jardim Nova Itaquá,ITAQUAQUECETUBA,08599320,-23.471001,-46.344485,18461973000193,$,19,Contemporânea,0.0,45,6.99,NÃO
Jk Lanches,Rua Marcelino Fernandez,896,Vila Monte Belo,ITAQUAQUECETUBA,08577600,-23.490146,-46.37264,39466871000130,$,10,Lanches,0.0,46,7.99,NÃO
Gordinho Lanches,Rua Parapuã,103,Parque Recanto Mônica,ITAQUAQUECETUBA,08592270,-23.467567,-46.289579,,$,25,Lanches,0.0,0,,NÃO
Buteco do Neego,Rua União,975,Jardim América,POA,08555600,-23.510731,-46.354304,45184849000109,$,20,Brasileira,5.0,47,10.99,NÃO
Luluh Doces,Rua Francisco Otaviano,510,Parque Piratininga,ITAQUAQUECETUBA,08583470,-23.439958,-46.384357,55230754000120,$,15,Doces & Bolos,0.0,0,,NÃO
Rota dos Drinks,Rua Cananéia,40,Jardim Nossa Senhora D'Ajuda,ITAQUAQUECETUBA,08576640,-23.486885,-46.358166,,$,10,Casa de Sucos,0.0,43,4.99,NÃO
Mix Nobre,Avenida Ferreira de Menezes,99,Parque Residencial Marengo,ITAQUAQUECETUBA,08594450,-23.48228,-46.301198,,$,20,Doces & Bolos,0.0,0,,NÃO
Açai de Quebrada,Avenida Cristiano de Abreu,40,Parque Residencial Marengo,ITAQUAQUECETUBA,08594370,-23.494676,-46.299456,61449790000181,$,10,Açaí,4.9,0,,NÃO
Açaí do Preguiçoso,Estrada do Marengo,307,Cidade Boa Vista,SUZANO,08693200,-23.497897,-46.300202,63593541000190,$,20,Açaí,5.0,0,,NÃO
Fabrica de Doces,Rua Maria Gonçalves de Oliveira,325,Arujá Centro Residencial,ARUJA,07400850,-23.39069,-46.33177,30646862000157,$,20,Doces & Bolos,4.7,0,,NÃO
Restaurante e Lanchonete Lulu,Avenida Ítalo Adami,827,Vila Ursulina,ITAQUAQUECETUBA,08574020,-23.506453,-46.347573,46724312000149,$,15,Lanches,0.0,46,7.99,NÃO
Ki Delícia Pastéis e Batatas recheadas,Avenida Rochedo de Minas,155,Parque Viviane,ITAQUAQUECETUBA,08582005,-23.454269,-46.358542,44138983000100,$,10,Pastel,0.0,49,10.99,NÃO
Doces da Gabi,Avenida do Contorno,314,Jardim Normandia,GUARULHOS,07252015,-23.448884,-46.40681,61824236000137,$,10,Brasileira,5.0,0,,NÃO
Bar da Jo,Rua Dirce,87,Estância Guatambu,ITAQUAQUECETUBA,08588720,-23.441607,-46.312233,55312670000135,$,20,Brasileira,0.0,0,,NÃO
Cantinho da Isa,R. Albino Rodrigues Neves,170,Center Ville,ARUJA,07401125,-23.394109,-46.326816,48483041000102,$,20,Brasileira,0.0,0,,NÃO
Hum!!estrogonofe,R. Rio Tamanduateí,93,Jardim Nova Itaqua,ITAQUAQUECETUBA,08599320,-23.470876,-46.344713,,$,20,Marmita,0.0,45,6.99,NÃO
Big Dogue,sitio são francisco,10,Conjunto Marcos Freire,GUARULHOS,07263600,-23.46088,-46.402757,61510692000102,$,20,Lanches,5.0,0,,NÃO
Kfc - Frango Frito - Shopping Bonsucesso,Estrada Presidente Juscelino Kubitschek de Oliveira,5308,Jardim Albertina,GUARULHOS,07252000,-23.43422,-46.40397,58891504005350,$,25,Lanches,4.8,0,,NÃO
Doce Forma - Itaquaquecetuba,Estrada Pedro da Cunha Albuquerque Lopes,1925,Perobal,ITAQUAQUECETUBA,08584584,-23.42181,-46.34772,40808937000102,$,8,Doces & Bolos,0.0,0,,NÃO
Mirus Burger - Hamburgueria,Rua Cambuca,77,Jardim Odete,ITAQUAQUECETUBA,08598320,-23.469186,-46.332234,24457261000101,$,10,Lanches,0.0,47,8.99,NÃO
Yukiten Japan,Avenida Amazonas,10,Barbosas,ARUJA,07402090,-23.395791,-46.318915,49690294000110,$,20,Japonesa,4.6,0,,NÃO
A Casa do Strogonoff,Rua Barra Velha,259,Jardim Piatã B,MOGI DAS CRUZES,08774420,-23.462937,-46.275472,62783722000117,$,10,Marmita,0.0,0,,NÃO
Inavito ,Rua Diamantina,572,Vila Virginia,ITAQUAQUECETUBA,08573080,-23.491744,-46.351867,37699438000110,$,20,Doces & Bolos,0.0,43,4.99,NÃO
Cantinho do Açaí Bomfim,Rua Deputado Emílio Carlos,322,Cidade Kemel,POA,08554220,-23.509919,-46.364883,,$,0,Açaí,0.0,49,10.99,NÃO
Tal Mãe e Tal Filhos,Rua Vereador Benedito Marcos Ribeiro,687,Jardim Santa Helena,ITAQUAQUECETUBA,08570670,-23.479177,-46.359873,62619894000150,$,10,Salgados,0.0,43,4.99,NÃO
Aylla Cozinha Oriental,Rua Padre Eustáquio,163,Vila Idalina,POA,08562400,-23.530283,-46.344973,37435231000138,$,25,Japonesa,4.9,0,,NÃO
Cantinho do Ribeiro Marmitas,Rua Vinte e Seis,125,Parque Piratininga,GUARULHOS,07251730,-23.440456,-46.38408,54841008000100,$,10,Marmita,5.0,0,,NÃO
Flaing Burg,Rua Leopoldino Belau,76,Parque Maria Helena,GUARULHOS,00007252,-23.450213,-46.403536,53672004000182,$,20,Lanches,0.0,0,,NÃO
Mk Lanches,Estr. Miguel Capuá,211,Chacara Dona Escolastica,ITAQUAQUECETUBA,08581190,-23.45803,-46.351851,57926705000151,$,20,Lanches,0.0,49,8.99,NÃO
Lordes Foods,Rua Braúna,39,Jardim Zélia,ITAQUAQUECETUBA,08575340,-23.497178,-46.361991,,$,20,Carnes,5.0,71,6.99,NÃO
Açaí Imperial B & D,Rua Cândido Portinari,301,Jardim Altos de Itaqua,ITAQUAQUECETUBA,08598396,-23.46659,-46.32504,64231420000161,$,15,Açaí,4.0,38,10.99,NÃO
 Marmitaria fgy,Avenida Italo Adami,1970,Vila Zeferina,ITAQUAQUECETUBA,08574020,-23.497314,-46.348755,47029365000102,$,5,Lanches,0.0,44,6.99,NÃO
Rei do Açai,Rua Antônio Schiavinati,276,Cidade Kemel,FERRAZ DE VASCONCELOS,08542110,-23.511997,-46.372727,59776247000147,$,15,Açaí,4.4,40,9.99,NÃO
Império do Açaí,Rua Ademaria,256,Vila Virgínia,ITAQUAQUECETUBA,08576210,-23.49285,-46.358892,39149359000160,$,10,Açaí,0.0,44,6.99,NÃO
Sabor Pimenta Rosa,RUA SOFIA,223,JARDIM MARGARIDA,MOGI DAS CRUZES,08772060,-23.484324,-46.283599,53444007000169,$,10,Salgados,0.0,0,,NÃO
Rodrigues Restaurante e Burger,Rua Alcântara,635,Cidade Kemel,POA,08554200,-23.511996,-46.364568,59651559000124,$,20,Marmita,0.0,49,10.99,NÃO
Delicias do Vale,Avenida Circular,377,Água Chata,GUARULHOS,07251060,-23.430239,-46.402044,57138095000121,$,15,Açaí,0.0,0,,NÃO
Tia Luuh Refeições,Rua dos Vereadores,480,Jardim Maria Eliza,ITAQUAQUECETUBA,08580490,-23.456975,-46.340861,52414847000116,$,20,Brasileira,0.0,70,12,NÃO
Nova Mania,Rua Cambará,1200,Jardim Aracaré,ITAQUAQUECETUBA,08574150,-23.504176,-46.348855,46579999000176,$,14,Brasileira,0.0,50,5,NÃO
Gabiiicakes Confeitaria,Rua Lauro Miller,421,Jardim Normandia,GUARULHOS,07252080,-23.445901,-46.399754,33210286000199,$,20,Doces & Bolos,0.0,0,,NÃO
Al Burgers House,Rua Marcelino Fernandez,40,Vila Monte Belo,ITAQUAQUECETUBA,08577600,-23.485117,-46.375475,45722136000143,$,7,Lanches,0.0,50,9,NÃO
Los Angeles Armazém,ESTRADA DE SANTA ISABEL,1571,Vila Pedroso,ARUJA,07434100,-23.413045,-46.321267,45772768000111,$,10,Saudável,0.0,0,,NÃO
Giraffas Shopping Bonsucesso,Estrada Pres. Juscelino Kubistchek de Oliveira,429,Vila Albertina,GUARULHOS,07252000,-23.433999,-46.403725,18154860000145,$$$,20,Brasileira,4.8,0,,NÃO
Pizzaria e Esfiharia Bella Nápoles,Rua Serra de Jaire,20,Jardim Ikes,ITAQUAQUECETUBA,08587440,-23.424805,-46.315459,61334583000181,$,20,Pizza,0.0,0,,NÃO
Shallon Floress,Rua Igreja Evangélica Unificados Por Cristo,33,Cidade Miguel Badra,SUZANO,08690030,-23.496107,-46.315854,52925810000152,$,10,Doces & Bolos,0.0,86,20,NÃO
